rxnIDs_ref	modelIDs	refVals	condVals	log2FC	subSystems	grRules
ethanolaminephosphotransferase (1-18:1, 2-18:1), ER membrane (No1)	r_2527No1	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YHR123W
cholinephosphotransferase (1-16:0, 2-16:1), ER membrane (arm)	arm_r_2528	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YHR123W or YNL130C
cholinephosphotransferase (1-16:0, 2-16:1), ER membrane (No1)	r_2528No1	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YHR123W
cholinephosphotransferase (1-16:0, 2-16:1), ER membrane (No2)	r_2528No2	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YNL130C
cholinephosphotransferase (1-16:1, 2-16:1), ER membrane (arm)	arm_r_2529	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YHR123W or YNL130C
cholinephosphotransferase (1-16:1, 2-16:1), ER membrane (No1)	r_2529No1	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YHR123W
cholinephosphotransferase (1-16:1, 2-16:1), ER membrane (No2)	r_2529No2	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YNL130C
cholinephosphotransferase (1-18:0, 2-16:1), ER membrane (arm)	arm_r_2530	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YHR123W or YNL130C
cholinephosphotransferase (1-18:0, 2-16:1), ER membrane (No1)	r_2530No1	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YHR123W
cholinephosphotransferase (1-18:0, 2-16:1), ER membrane (No2)	r_2530No2	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YNL130C
cholinephosphotransferase (1-18:1, 2-16:1), ER membrane (arm)	arm_r_2531	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YHR123W or YNL130C
cholinephosphotransferase (1-18:1, 2-16:1), ER membrane (No1)	r_2531No1	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YHR123W
cholinephosphotransferase (1-18:1, 2-16:1), ER membrane (No2)	r_2531No2	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YNL130C
cholinephosphotransferase (1-16:0, 2-18:1), ER membrane (arm)	arm_r_2532	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YHR123W or YNL130C
cholinephosphotransferase (1-16:0, 2-18:1), ER membrane (No1)	r_2532No1	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YHR123W
cholinephosphotransferase (1-16:0, 2-18:1), ER membrane (No2)	r_2532No2	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YNL130C
cholinephosphotransferase (1-16:1, 2-18:1), ER membrane (arm)	arm_r_2533	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YHR123W or YNL130C
cholinephosphotransferase (1-16:1, 2-18:1), ER membrane (No1)	r_2533No1	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YHR123W
cholinephosphotransferase (1-16:1, 2-18:1), ER membrane (No2)	r_2533No2	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YNL130C
cholinephosphotransferase (1-18:0, 2-18:1), ER membrane (arm)	arm_r_2534	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YHR123W or YNL130C
cholinephosphotransferase (1-18:0, 2-18:1), ER membrane (No1)	r_2534No1	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YHR123W
cholinephosphotransferase (1-18:0, 2-18:1), ER membrane (No2)	r_2534No2	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YNL130C
cholinephosphotransferase (1-18:1, 2-18:1), ER membrane (arm)	arm_r_2535	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YHR123W or YNL130C
cholinephosphotransferase (1-18:1, 2-18:1), ER membrane (No1)	r_2535No1	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YHR123W
cholinephosphotransferase (1-18:1, 2-18:1), ER membrane (No2)	r_2535No2	0	0	0	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	YNL130C
phosphatidylglycerolphosphate synthase (1-16:0, 2-16:1), mitochondrial membrane (No1)	r_2536No1	0	0	0	sce00564  Glycerophospholipid metabolism	YCL004W
phosphatidylglycerolphosphate synthase (1-16:1, 2-16:1), mitochondrial membrane (No1)	r_2537No1	0	0	0	sce00564  Glycerophospholipid metabolism	YCL004W
phosphatidylglycerolphosphate synthase (1-18:0, 2-16:1), mitochondrial membrane (No1)	r_2538No1	0	0	0	sce00564  Glycerophospholipid metabolism	YCL004W
phosphatidylglycerolphosphate synthase (1-18:1, 2-16:1), mitochondrial membrane (No1)	r_2539No1	0	0	0	sce00564  Glycerophospholipid metabolism	YCL004W
phosphatidylglycerolphosphate synthase (1-16:0, 2-18:1), mitochondrial membrane (No1)	r_2540No1	0	0	0	sce00564  Glycerophospholipid metabolism	YCL004W
phosphatidylglycerolphosphate synthase (1-16:1, 2-18:1), mitochondrial membrane (No1)	r_2541No1	0	0	0	sce00564  Glycerophospholipid metabolism	YCL004W
PGP phosphatase (1-16:0, 2-16:1), mitochondrial membrane (No1)	r_2542No1	0	0	0	sce00564  Glycerophospholipid metabolism	YHR100C
PGP phosphatase (1-16:1, 2-16:1), mitochondrial membrane (No1)	r_2543No1	0	0	0	sce00564  Glycerophospholipid metabolism	YHR100C
PGP phosphatase (1-18:0, 2-16:1), mitochondrial membrane (No1)	r_2544No1	0	0	0	sce00564  Glycerophospholipid metabolism	YHR100C
PGP phosphatase (1-18:1, 2-16:1), mitochondrial membrane (No1)	r_2545No1	0	0	0	sce00564  Glycerophospholipid metabolism	YHR100C
PGP phosphatase (1-16:0, 2-18:1), mitochondrial membrane (No1)	r_2546No1	0	0	0	sce00564  Glycerophospholipid metabolism	YHR100C
PGP phosphatase (1-16:1, 2-18:1), mitochondrial membrane (No1)	r_2547No1	0	0	0	sce00564  Glycerophospholipid metabolism	YHR100C
CL synthase (1-16:0, 2-16:1, 3-16:0, 4-16:1), mitochondrial membrane (No1)	r_2548No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:0, 2-16:1, 3-16:1, 4-16:1), mitochondrial membrane (No1)	r_2549No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:0, 2-16:1, 3-18:0, 4-16:1), mitochondrial membrane (No1)	r_2550No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:0, 2-16:1, 3-18:1, 4-16:1), mitochondrial membrane (No1)	r_2551No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:0, 2-16:1, 3-16:0, 4-18:1), mitochondrial membrane (No1)	r_2552No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:0, 2-16:1, 3-16:1, 4-18:1), mitochondrial membrane (No1)	r_2553No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:1, 2-16:1, 3-16:0, 4-16:1), mitochondrial membrane (No1)	r_2554No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:1, 2-16:1, 3-16:1, 4-16:1), mitochondrial membrane (No1)	r_2555No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:1, 2-16:1, 3-18:0, 4-16:1), mitochondrial membrane (No1)	r_2556No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:1, 2-16:1, 3-18:1, 4-16:1), mitochondrial membrane (No1)	r_2557No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:1, 2-16:1, 3-16:0, 4-18:1), mitochondrial membrane (No1)	r_2558No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:1, 2-16:1, 3-16:1, 4-18:1), mitochondrial membrane (No1)	r_2559No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-18:0, 2-16:1, 3-16:0, 4-16:1), mitochondrial membrane (No1)	r_2560No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-18:0, 2-16:1, 3-16:1, 4-16:1), mitochondrial membrane (No1)	r_2561No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-18:0, 2-16:1, 3-18:0, 4-16:1), mitochondrial membrane (No1)	r_2562No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-18:0, 2-16:1, 3-18:1, 4-16:1), mitochondrial membrane (No1)	r_2563No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-18:0, 2-16:1, 3-16:0, 4-18:1), mitochondrial membrane (No1)	r_2564No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-18:0, 2-16:1, 3-16:1, 4-18:1), mitochondrial membrane (No1)	r_2565No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-18:1, 2-16:1, 3-16:0, 4-16:1), mitochondrial membrane (No1)	r_2566No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-18:1, 2-16:1, 3-16:1, 4-16:1), mitochondrial membrane (No1)	r_2567No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-18:1, 2-16:1, 3-18:0, 4-16:1), mitochondrial membrane (No1)	r_2568No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-18:1, 2-16:1, 3-18:1, 4-16:1), mitochondrial membrane (No1)	r_2569No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-18:1, 2-16:1, 3-16:0, 4-18:1), mitochondrial membrane (No1)	r_2570No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-18:1, 2-16:1, 3-16:1, 4-18:1), mitochondrial membrane (No1)	r_2571No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:0, 2-18:1, 3-16:0, 4-16:1), mitochondrial membrane (No1)	r_2572No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:0, 2-18:1, 3-16:1, 4-16:1), mitochondrial membrane (No1)	r_2573No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:0, 2-18:1, 3-18:0, 4-16:1), mitochondrial membrane (No1)	r_2574No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:0, 2-18:1, 3-18:1, 4-16:1), mitochondrial membrane (No1)	r_2575No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:0, 2-18:1, 3-16:0, 4-18:1), mitochondrial membrane (No1)	r_2576No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:0, 2-18:1, 3-16:1, 4-18:1), mitochondrial membrane (No1)	r_2577No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:1, 2-18:1, 3-16:0, 4-16:1), mitochondrial membrane (No1)	r_2578No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:1, 2-18:1, 3-16:1, 4-16:1), mitochondrial membrane (No1)	r_2579No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:1, 2-18:1, 3-18:0, 4-16:1), mitochondrial membrane (No1)	r_2580No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:1, 2-18:1, 3-18:1, 4-16:1), mitochondrial membrane (No1)	r_2581No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:1, 2-18:1, 3-16:0, 4-18:1), mitochondrial membrane (No1)	r_2582No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL synthase (1-16:1, 2-18:1, 3-16:1, 4-18:1), mitochondrial membrane (No1)	r_2583No1	0	0	0	sce00564  Glycerophospholipid metabolism	YDL142C
CL (1-16:0, 2-16:1, 3-16:0, 4-16:1) phospholipase (1-position), mitochondrial membrane (No1)	r_2584No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:0, 2-16:1, 3-16:1, 4-16:1) phospholipase (1-position), mitochondrial membrane (No1)	r_2585No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:0, 2-16:1, 3-18:0, 4-16:1) phospholipase (1-position), mitochondrial membrane (No1)	r_2586No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:0, 2-16:1, 3-18:1, 4-16:1) phospholipase (1-position), mitochondrial membrane (No1)	r_2587No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:0, 2-16:1, 3-16:0, 4-18:1) phospholipase (1-position), mitochondrial membrane (No1)	r_2588No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:0, 2-16:1, 3-16:1, 4-18:1) phospholipase (1-position), mitochondrial membrane (No1)	r_2589No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-18:0, 2-16:1, 3-16:0, 4-16:1) phospholipase (1-position), mitochondrial membrane (No1)	r_2590No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-18:0, 2-16:1, 3-16:1, 4-16:1) phospholipase (1-position), mitochondrial membrane (No1)	r_2591No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-18:0, 2-16:1, 3-18:0, 4-16:1) phospholipase (1-position), mitochondrial membrane (No1)	r_2592No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-18:0, 2-16:1, 3-18:1, 4-16:1) phospholipase (1-position), mitochondrial membrane (No1)	r_2593No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-18:0, 2-16:1, 3-16:0, 4-18:1) phospholipase (1-position), mitochondrial membrane (No1)	r_2594No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-18:0, 2-16:1, 3-16:1, 4-18:1) phospholipase (1-position), mitochondrial membrane (No1)	r_2595No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:0, 2-18:1, 3-16:0, 4-16:1) phospholipase (1-position), mitochondrial membrane (No1)	r_2596No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:0, 2-18:1, 3-16:1, 4-16:1) phospholipase (1-position), mitochondrial membrane (No1)	r_2597No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:0, 2-18:1, 3-18:0, 4-16:1) phospholipase (1-position), mitochondrial membrane (No1)	r_2598No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:0, 2-18:1, 3-18:1, 4-16:1) phospholipase (1-position), mitochondrial membrane (No1)	r_2599No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:0, 2-18:1, 3-16:0, 4-18:1) phospholipase (1-position), mitochondrial membrane (No1)	r_2600No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:0, 2-18:1, 3-16:1, 4-18:1) phospholipase (1-position), mitochondrial membrane (No1)	r_2601No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:0, 2-16:1, 3-16:0, 4-16:1) phospholipase (3-position), mitochondrial membrane (No1)	r_2602No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:0, 2-16:1, 3-18:0, 4-16:1) phospholipase (3-position), mitochondrial membrane (No1)	r_2603No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:0, 2-16:1, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane (No1)	r_2604No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:1, 2-16:1, 3-16:0, 4-16:1) phospholipase (3-position), mitochondrial membrane (No1)	r_2605No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:1, 2-16:1, 3-18:0, 4-16:1) phospholipase (3-position), mitochondrial membrane (No1)	r_2606No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:1, 2-16:1, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane (No1)	r_2607No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-18:0, 2-16:1, 3-16:0, 4-16:1) phospholipase (3-position), mitochondrial membrane (No1)	r_2608No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-18:0, 2-16:1, 3-18:0, 4-16:1) phospholipase (3-position), mitochondrial membrane (No1)	r_2609No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-18:0, 2-16:1, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane (No1)	r_2610No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-18:1, 2-16:1, 3-16:0, 4-16:1) phospholipase (3-position), mitochondrial membrane (No1)	r_2611No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-18:1, 2-16:1, 3-18:0, 4-16:1) phospholipase (3-position), mitochondrial membrane (No1)	r_2612No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-18:1, 2-16:1, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane (No1)	r_2613No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:0, 2-18:1, 3-16:0, 4-16:1) phospholipase (3-position), mitochondrial membrane (No1)	r_2614No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:0, 2-18:1, 3-18:0, 4-16:1) phospholipase (3-position), mitochondrial membrane (No1)	r_2615No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:0, 2-18:1, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane (No1)	r_2616No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:1, 2-18:1, 3-16:0, 4-16:1) phospholipase (3-position), mitochondrial membrane (No1)	r_2617No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:1, 2-18:1, 3-18:0, 4-16:1) phospholipase (3-position), mitochondrial membrane (No1)	r_2618No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
CL (1-16:1, 2-18:1, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane (No1)	r_2619No1	0	0	0	sce00564  Glycerophospholipid metabolism	YGR110W
MLCL (2-16:1, 3-16:0, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane (No1)	r_2620No1	0	0	0	sce00564  Glycerophospholipid metabolism	YPR140W
